qname,A_pos,A_strand,B_pos,B_strand,A_AS,A_XS,A_score_gap,A_MAPQ,A_MAPQ_clean,A_NM,A_candidate_count,A_rank,expected_B_center,target_z,target_width,bowtie_fixed_width,TLEN_for_evaluation_only,primary
r8788,22458,+,22692,-,-12,,,255,,3,1,1,22663.0,29.0,58.0,500,279,True
r8789,18822,+,19019,-,-1,,,255,,1,1,1,19009.0,10.0,20.0,500,260,True
r8790,26941,+,27129,-,0,,,255,,0,1,1,27128.0,1.0,2.0,500,251,True
r8791,18660,-,18532,+,-9,,,255,,2,1,1,18521.0,11.0,22.0,500,-239,True
r8792,24940,-,24748,+,-1,,,255,,1,1,1,24768.0,20.0,40.0,500,-270,True
r8794,25052,+,25266,-,-2,,,255,,1,1,1,25225.0,41.0,82.0,500,291,True
r8795,47293,+,47505,-,-2,,,255,,2,1,1,47444.0,61.0,122.0,500,311,True
r8796,25937,+,26113,-,0,,,255,,0,1,1,26130.0,17.0,34.0,500,233,True
r8797,3292,+,3534,-,-4,,,255,,1,1,1,3488.0,46.0,92.0,500,296,True
r8798,43448,+,43595,-,-2,,,255,,1,1,1,43612.0,17.0,34.0,500,233,True
r8799,23177,+,23408,-,-1,,,255,,1,1,1,23387.0,21.0,42.0,500,271,True
r8800,20114,-,20114,+,-1,,,255,,1,1,1,20287.0,173.0,346.0,500,-207,True
r8801,40240,-,40010,+,-6,,,255,,2,1,1,40066.0,56.0,112.0,500,-306,True
r8802,14077,+,14267,-,-7,,,255,,5,1,1,14262.0,5.0,10.0,500,255,True
r8803,26249,+,26249,-,-1,,,255,,1,1,1,26270.0,21.0,42.0,500,229,True
r8805,28247,-,28054,+,-9,,,255,,5,1,1,28125.0,71.0,142.0,500,-321,True
r8806,48161,-,48094,+,-3,,,255,,1,1,1,48093.0,1.0,2.0,500,-249,True
r8807,46031,-,46031,+,-9,,,255,,4,1,1,46035.0,4.0,8.0,500,-246,True
r8808,15322,+,15513,-,-3,,,255,,1,1,1,15491.0,22.0,44.0,500,272,True
r8809,18725,-,18509,+,-5,,,255,,4,1,1,18572.0,63.0,126.0,500,-313,True
r8810,12713,-,12564,+,-3,,,255,,3,1,1,12671.0,107.0,214.0,500,-357,True
r8811,24817,+,24878,-,-1,,,255,,1,1,1,24937.0,59.0,118.0,500,191,True
r8812,36502,-,36502,+,-3,,,255,,3,1,1,36667.0,165.0,330.0,500,-148,True
r8813,33194,+,33283,-,-9,,,255,,3,1,1,33334.0,51.0,102.0,500,199,True
r8814,21909,+,22034,-,-13,,,255,,8,1,1,22050.0,16.0,32.0,500,234,True
r8817,11522,-,11346,+,-3,,,255,,3,1,1,11380.0,34.0,68.0,500,-284,True
r8818,1524,-,1480,+,-7,,,255,,6,1,1,1479.0,1.0,2.0,500,-249,True
r8819,18215,+,18391,-,0,,,255,,0,1,1,18362.0,29.0,58.0,500,279,True
r8820,37306,-,37306,+,-3,,,255,,3,1,1,37492.0,186.0,372.0,500,-269,True
r8822,28499,+,28499,-,-3,,,255,,2,1,1,28535.0,36.0,72.0,500,214,True
r8823,24357,+,24503,-,-5,,,255,,4,1,1,24549.0,46.0,92.0,500,204,True
r8824,46019,-,45891,+,-2,,,255,,2,1,1,45883.0,8.0,16.0,500,-242,True
r8827,18764,-,18609,+,-3,,,255,,3,1,1,18649.0,40.0,80.0,500,-290,True
r8828,12218,+,12356,-,-2,,,255,,1,1,1,12393.0,37.0,74.0,500,213,True
r8829,42983,+,43100,-,-2,,,255,,2,1,1,43124.0,24.0,48.0,500,226,True
r8830,43587,+,43587,-,0,,,255,,0,1,1,43548.0,39.0,78.0,500,289,True
r8831,36245,+,36402,-,-10,,,255,,6,1,1,36410.0,8.0,16.0,500,242,True
r8832,42655,+,42842,-,-14,,,255,,3,1,1,42857.0,15.0,30.0,500,235,True
r8833,17976,+,18190,-,-4,,,255,,1,1,1,18161.0,29.0,58.0,500,279,True
r8834,44751,-,44658,+,0,,,255,,0,1,1,44543.0,115.0,230.0,500,-135,True
r8835,9294,+,9421,-,-8,,,255,,5,1,1,9410.0,11.0,22.0,500,261,True
r8836,16531,+,16697,-,-7,,,255,,3,1,1,16686.0,11.0,22.0,500,261,True
r8837,1951,-,1639,+,-7,,,255,,2,1,1,1745.0,106.0,212.0,500,-356,True
r8838,37376,-,37225,+,0,,,255,,0,1,1,37201.0,24.0,48.0,500,-226,True
r8839,28710,+,28841,-,-1,,,255,,1,1,1,28894.0,53.0,106.0,500,197,True
r8840,29370,-,29282,+,-2,,,255,,2,1,1,29290.0,8.0,16.0,500,-258,True
r8841,16849,+,17082,-,-13,,,255,,4,1,1,16956.0,126.0,252.0,500,376,True
r8842,44777,+,44922,-,-1,,,255,,1,1,1,44951.0,29.0,58.0,500,221,True
r8843,14359,+,14529,-,0,,,255,,0,1,1,14505.0,24.0,48.0,500,274,True
r8844,38261,+,38512,-,0,,,255,,0,1,1,38464.0,48.0,96.0,500,298,True
r8845,16661,-,16415,+,-2,,,255,,2,1,1,16451.0,36.0,72.0,500,-286,True
r8846,36800,-,36718,+,-15,,,255,,3,1,1,36735.0,17.0,34.0,500,-267,True
r8847,20178,+,20294,-,-1,,,255,,1,1,1,20291.0,3.0,6.0,500,253,True
r8848,9417,+,9554,-,-1,,,255,,1,1,1,9570.0,16.0,32.0,500,234,True
r8849,38683,-,38543,+,-1,,,255,,1,1,1,38588.0,45.0,90.0,500,-295,True
r8850,11505,+,11757,-,-2,,,255,,1,1,1,11707.0,50.0,100.0,500,300,True
r8851,19912,-,19818,+,0,,,255,,0,1,1,19819.0,1.0,2.0,500,-251,True
r8852,22857,-,22660,+,-4,,,255,,1,1,1,22676.0,16.0,32.0,500,-266,True
r8853,7869,-,7768,+,-5,,,255,,2,1,1,7773.0,5.0,10.0,500,-255,True
r8854,3203,+,3378,-,-10,,,255,,3,1,1,3390.0,12.0,24.0,500,238,True
r8855,28051,+,28310,-,-1,,,255,,1,1,1,28242.0,68.0,136.0,500,318,True
r8856,9476,-,9321,+,0,,,255,,0,1,1,9306.0,15.0,30.0,500,-235,True
r8857,6908,-,6710,+,-1,,,255,,1,1,1,6707.0,3.0,6.0,500,-247,True
r8858,19611,-,19457,+,-5,,,255,,5,1,1,19469.0,12.0,24.0,500,-262,True
r8861,18076,+,18328,-,-2,,,255,,1,1,1,18267.0,61.0,122.0,500,311,True
r8862,17073,-,16901,+,-7,,,255,,3,1,1,16873.0,28.0,56.0,500,-222,True
r8863,29950,+,30024,-,-3,,,255,,1,1,1,29987.0,37.0,74.0,500,287,True
r8864,46030,-,45830,+,0,,,255,,0,1,1,45841.0,11.0,22.0,500,-261,True
r8865,23155,-,22903,+,-6,,,255,,2,1,1,22956.0,53.0,106.0,500,-303,True
r8867,7648,+,7798,-,-2,,,255,,1,1,1,7793.0,5.0,10.0,500,255,True
r8868,11544,-,11496,+,-6,,,255,,4,1,1,11469.0,27.0,54.0,500,-223,True
r8869,4021,-,3969,+,-7,,,255,,2,1,1,3921.0,48.0,96.0,500,-202,True
r8870,36380,+,36535,-,-9,,,255,,8,1,1,36579.0,44.0,88.0,500,206,True
r8871,31370,+,31474,-,-2,,,255,,1,1,1,31536.0,62.0,124.0,500,188,True
r8873,46263,-,45986,+,-3,,,255,,1,1,1,46062.0,76.0,152.0,500,-326,True
r8874,39240,+,39356,-,-3,,,255,,3,1,1,39327.0,29.0,58.0,500,279,True
r8875,6899,+,7078,-,0,,,255,,0,1,1,7084.0,6.0,12.0,500,244,True
r8876,39765,-,39676,+,-1,,,255,,1,1,1,39632.0,44.0,88.0,500,-206,True
r8877,30719,-,30554,+,0,,,255,,0,1,1,30531.0,23.0,46.0,500,-227,True
r8878,18966,+,19203,-,0,,,255,,0,1,1,19171.0,32.0,64.0,500,282,True
r8879,4247,+,4354,-,-13,,,255,,5,1,1,4377.0,23.0,46.0,500,227,True
r8880,23643,-,23546,+,-3,,,255,,3,1,1,23525.0,21.0,42.0,500,-229,True
r8881,32853,-,32626,+,-1,,,255,,1,1,1,32643.0,17.0,34.0,500,-267,True
r8882,27516,-,27450,+,-1,,,255,,1,1,1,27500.0,50.0,100.0,500,-300,True
r8883,34888,-,34792,+,-5,,,255,,3,1,1,34778.0,14.0,28.0,500,-236,True
r8884,2897,+,2990,-,-15,,,255,,4,1,1,3001.0,11.0,22.0,500,239,True
r8885,25636,+,25748,-,0,,,255,,0,1,1,25730.0,18.0,36.0,500,268,True
r8886,31266,-,31026,+,-1,,,255,,1,1,1,31063.0,37.0,74.0,500,-287,True
r8887,16503,+,16610,-,-17,,,255,,5,1,1,16638.0,28.0,56.0,500,222,True
r8888,19943,+,20165,-,-2,,,255,,2,1,1,20090.0,75.0,150.0,500,325,True
r8889,22243,+,22391,-,-4,,,255,,3,1,1,22423.0,32.0,64.0,500,218,True
r8890,8290,-,8258,+,-12,,,255,,10,1,1,8224.0,34.0,68.0,500,-216,True
r8891,9985,-,9885,+,-13,,,255,,8,1,1,9877.0,8.0,16.0,500,-242,True
r8892,18867,+,19019,-,-9,,,255,,7,1,1,19025.0,6.0,12.0,500,244,True
r8893,21444,-,21314,+,-15,,,255,,5,1,1,21333.0,19.0,38.0,500,-269,True
r8894,20133,+,20265,-,-1,,,255,,1,1,1,20314.0,49.0,98.0,500,201,True
r8895,35514,-,35289,+,-1,,,255,,1,1,1,35307.0,18.0,36.0,500,-268,True
r8896,24742,+,24871,-,-9,,,255,,7,1,1,24910.0,39.0,78.0,500,211,True
r8897,32980,+,33054,-,-29,,,255,,16,1,1,33064.0,10.0,20.0,500,240,True
r8898,29156,+,29356,-,-7,,,255,,5,1,1,29358.0,2.0,4.0,500,248,True
r8899,14812,-,14812,+,-29,,,255,,8,1,1,14876.0,64.0,128.0,500,-246,True
r8902,44059,-,44018,+,-19,,,255,,6,1,1,44019.0,1.0,2.0,500,-251,True
r8903,39174,+,39383,-,-2,,,255,,2,1,1,39356.0,27.0,54.0,500,277,True
r8904,33135,-,32940,+,-12,,,255,,3,1,1,32948.0,8.0,16.0,500,-258,True
r8905,44963,-,44711,+,0,,,255,,0,1,1,44772.0,61.0,122.0,500,-311,True
r8906,28852,-,28608,+,-4,,,255,,3,1,1,28702.0,94.0,188.0,500,-344,True
r8907,2851,-,2728,+,-1,,,255,,1,1,1,2678.0,50.0,100.0,500,-200,True
r8909,20450,+,20675,-,-23,,,255,,7,1,1,20599.0,76.0,152.0,500,326,True
r8911,36112,-,35925,+,-4,,,255,,3,1,1,35914.0,11.0,22.0,500,-239,True
r8912,1522,+,1742,-,-3,,,255,,1,1,1,1686.0,56.0,112.0,500,306,True
r8913,32929,+,33054,-,-2,,,255,,2,1,1,33052.0,2.0,4.0,500,252,True
r8914,19204,+,19340,-,-8,,,255,,4,1,1,19369.0,29.0,58.0,500,221,True
r8915,12013,+,12239,-,-6,,,255,,3,1,1,12209.0,30.0,60.0,500,280,True
r8916,42220,-,42100,+,0,,,255,,0,1,1,42060.0,40.0,80.0,500,-210,True
r8918,15415,+,15457,-,-4,,,255,,3,1,1,15453.0,4.0,8.0,500,254,True
r8919,11278,-,11138,+,-2,,,255,,2,1,1,11157.0,19.0,38.0,500,-269,True
r8920,36339,+,36422,-,-12,,,255,,5,1,1,36471.0,49.0,98.0,500,201,True
r8921,26951,-,26836,+,0,,,255,,0,1,1,26777.0,59.0,118.0,500,-191,True
r8922,47705,-,47625,+,0,,,255,,0,1,1,47555.0,70.0,140.0,500,-180,True
r8923,6443,+,6573,-,-2,,,255,,1,1,1,6559.0,14.0,28.0,500,264,True
r8924,8624,+,8753,-,-4,,,255,,2,1,1,8796.0,43.0,86.0,500,207,True
r8925,43922,-,43854,+,-3,,,255,,3,1,1,43782.0,72.0,144.0,500,-178,True
r8926,17217,-,16990,+,-6,,,255,,4,1,1,17045.0,55.0,110.0,500,-305,True
r8928,34800,+,34892,-,0,,,255,,0,1,1,34980.0,88.0,176.0,500,162,True
r8929,6313,-,6151,+,-4,,,255,,3,1,1,6123.0,28.0,56.0,500,-222,True
r8932,48074,-,47894,+,-3,,,255,,2,1,1,47910.0,16.0,32.0,500,-266,True
r8933,4623,+,4802,-,-18,,,255,,12,1,1,4801.0,1.0,2.0,500,251,True
r8934,14824,+,15059,-,-24,,,255,,9,1,1,15028.0,31.0,62.0,500,281,True
r8935,43214,-,43032,+,-9,,,255,,5,1,1,43055.0,23.0,46.0,500,-273,True
r8936,13156,-,13140,+,0,,,255,,0,1,1,13175.0,35.0,70.0,500,-285,True
r8937,20153,-,20062,+,-2,,,255,,1,1,1,19987.0,75.0,150.0,500,-175,True
r8938,27689,+,27915,-,-1,,,255,,1,1,1,27896.0,19.0,38.0,500,269,True
r8939,39466,-,39288,+,-1,,,255,,1,1,1,39292.0,4.0,8.0,500,-254,True
r8940,19170,-,19046,+,-2,,,255,,2,1,1,19121.0,75.0,150.0,500,-325,True
r8941,34218,-,34054,+,-6,,,255,,4,1,1,34078.0,24.0,48.0,500,-274,True
r8942,10689,-,10473,+,0,,,255,,0,1,1,10487.0,14.0,28.0,500,-264,True
r8943,1631,-,1520,+,0,,,255,,0,1,1,1541.0,21.0,42.0,500,-271,True
r8944,46225,+,46463,-,-3,,,255,,2,1,1,46386.0,77.0,154.0,500,327,True
r8945,46940,+,47089,-,-1,,,255,,1,1,1,47078.0,11.0,22.0,500,261,True
r8946,47685,+,47839,-,-2,,,255,,1,1,1,47835.0,4.0,8.0,500,254,True
r8948,46934,+,47178,-,-4,,,255,,1,1,1,47110.0,68.0,136.0,500,318,True
r8949,15702,-,15595,+,-2,,,255,,2,1,1,15627.0,32.0,64.0,500,-282,True
r8950,5403,+,5486,-,-1,,,255,,1,1,1,5529.0,43.0,86.0,500,207,True
r8951,8991,-,8780,+,0,,,255,,0,1,1,8790.0,10.0,20.0,500,-260,True
r8952,47798,-,47768,+,-16,,,255,,6,1,1,47790.0,22.0,44.0,500,-272,True
r8953,2762,-,2530,+,0,,,255,,0,1,1,2568.0,38.0,76.0,500,-288,True
r8954,6702,-,6686,+,-8,,,255,,1,1,1,6649.0,37.0,74.0,500,-213,True
r8955,38405,-,38184,+,-5,,,255,,2,1,1,38227.0,43.0,86.0,500,-293,True
r8956,26485,+,26685,-,-8,,,255,,4,1,1,26672.0,13.0,26.0,500,263,True
r8957,8903,-,8606,+,0,,,255,,0,1,1,8718.0,112.0,224.0,500,-362,True
r8958,18004,+,18249,-,-7,,,255,,5,1,1,18158.0,91.0,182.0,500,341,True
r8959,32668,-,32411,+,-2,,,255,,1,1,1,32489.0,78.0,156.0,500,-328,True
r8960,41288,+,41433,-,0,,,255,,0,1,1,41442.0,9.0,18.0,500,241,True
r8962,24757,-,24560,+,0,,,255,,0,1,1,24571.0,11.0,22.0,500,-261,True
r8963,14214,-,13978,+,-2,,,255,,1,1,1,14033.0,55.0,110.0,500,-305,True
r8964,25874,+,25913,-,0,,,255,,0,1,1,25910.0,3.0,6.0,500,253,True
r8965,34532,+,34811,-,-6,,,255,,4,1,1,34719.0,92.0,184.0,500,342,True
r8966,5413,-,5213,+,-2,,,255,,2,1,1,5259.0,46.0,92.0,500,-296,True
r8967,12022,+,12092,-,0,,,255,,0,1,1,12195.0,103.0,206.0,500,147,True
r8970,32698,+,32818,-,-7,,,255,,4,1,1,32881.0,63.0,126.0,500,187,True
r8971,35823,+,35942,-,-17,,,255,,5,1,1,35945.0,3.0,6.0,500,247,True
r8972,36550,+,36724,-,-3,,,255,,2,1,1,36754.0,30.0,60.0,500,220,True
r8974,16322,-,16254,+,0,,,255,,0,1,1,16234.0,20.0,40.0,500,-230,True
r8975,38133,-,37934,+,-3,,,255,,2,1,1,37951.0,17.0,34.0,500,-267,True
r8976,42343,-,42242,+,-2,,,255,,1,1,1,42280.0,38.0,76.0,500,-288,True
r8977,26193,-,26011,+,-7,,,255,,4,1,1,26026.0,15.0,30.0,500,-265,True
r8979,18666,+,18837,-,0,,,255,,0,1,1,18857.0,20.0,40.0,500,230,True
r8981,9507,+,9728,-,-1,,,255,,1,1,1,9671.0,57.0,114.0,500,307,True
r8982,35285,-,35186,+,-1,,,255,,1,1,1,35145.0,41.0,82.0,500,-209,True
r8983,26653,+,26824,-,-2,,,255,,2,1,1,26806.0,18.0,36.0,500,268,True
r8984,10380,+,10509,-,-5,,,255,,4,1,1,10502.0,7.0,14.0,500,257,True
r8985,38078,-,37916,+,-4,,,255,,3,1,1,37961.0,45.0,90.0,500,-295,True
r8986,3294,-,3130,+,-5,,,255,,1,1,1,3144.0,14.0,28.0,500,-264,True
r8987,39282,+,39534,-,0,,,255,,0,1,1,39456.0,78.0,156.0,500,328,True
r8988,22449,+,22622,-,-22,,,255,,4,1,1,22656.0,34.0,68.0,500,216,True
r8989,20042,-,19791,+,-3,,,255,,3,1,1,19855.0,64.0,128.0,500,-314,True
r8990,679,-,447,+,-6,,,255,,2,1,1,479.0,32.0,64.0,500,-282,True
r8991,22050,-,22050,+,-7,,,255,,3,1,1,22253.0,203.0,406.0,500,-268,True
r8992,11833,+,12000,-,-3,,,255,,3,1,1,12010.0,10.0,20.0,500,240,True
r8993,47410,-,47410,+,-2,,,255,,2,1,1,47591.0,181.0,362.0,500,-258,True
r8994,33666,-,33598,+,0,,,255,,0,1,1,33540.0,58.0,116.0,500,-192,True
r8995,38085,+,38085,-,-2,,,255,,2,1,1,38111.0,26.0,52.0,500,224,True
r8996,44639,-,44445,+,-4,,,255,,2,1,1,44433.0,12.0,24.0,500,-238,True
r8997,26493,+,26703,-,-3,,,255,,3,1,1,26696.0,7.0,14.0,500,257,True
r8998,29900,+,30038,-,-8,,,255,,2,1,1,30108.0,70.0,140.0,500,180,True
r8999,6279,+,6529,-,-20,,,255,,4,1,1,6466.0,63.0,126.0,500,313,True
r9000,33468,+,33599,-,0,,,255,,0,1,1,33571.0,28.0,56.0,500,278,True
r9001,38512,+,38588,-,0,,,255,,0,1,1,38630.0,42.0,84.0,500,208,True
r9002,7832,+,7879,-,-2,,,255,,1,1,1,7888.0,9.0,18.0,500,241,True
r9003,8058,-,8004,+,-14,,,255,,7,1,1,7922.0,82.0,164.0,500,-168,True
r9004,6077,-,6057,+,-3,,,255,,3,1,1,6039.0,18.0,36.0,500,-232,True
r9005,23014,-,22963,+,-20,,,255,,7,1,1,22946.0,17.0,34.0,500,-233,True
r9006,172,-,76,+,-24,,,255,,12,1,1,58.0,18.0,36.0,500,-232,True
r9007,19578,-,19456,+,-7,,,255,,4,1,1,19461.0,5.0,10.0,500,-255,True
r9008,43995,+,44135,-,-4,,,255,,4,1,1,44104.0,31.0,62.0,500,281,True
r9009,28141,-,28046,+,-3,,,255,,2,1,1,28016.0,30.0,60.0,500,-220,True
r9010,32770,-,32636,+,-1,,,255,,1,1,1,32614.0,22.0,44.0,500,-228,True
r9011,33506,-,33239,+,-6,,,255,,2,1,1,33304.0,65.0,130.0,500,-315,True
r9013,9343,+,9650,-,0,,,255,,0,1,1,9552.0,98.0,196.0,500,348,True
r9014,39633,-,39473,+,-12,,,255,,6,1,1,39520.0,47.0,94.0,500,-297,True
r9017,21820,+,21931,-,0,,,255,,0,1,1,21992.0,61.0,122.0,500,189,True
r9018,17986,-,17836,+,-5,,,255,,1,1,1,17820.0,16.0,32.0,500,-234,True
r9019,10354,-,10163,+,0,,,255,,0,1,1,10182.0,19.0,38.0,500,-269,True
r9020,47906,+,48092,-,-3,,,255,,2,1,1,48039.0,53.0,106.0,500,303,True
r9021,14514,-,14314,+,-20,,,255,,5,1,1,14414.0,100.0,200.0,500,-350,True
r9022,1759,-,1585,+,0,,,255,,0,1,1,1603.0,18.0,36.0,500,-268,True
r9023,35131,+,35278,-,-3,,,255,,2,1,1,35309.0,31.0,62.0,500,219,True
r9024,10554,-,10329,+,-2,,,255,,1,1,1,10369.0,40.0,80.0,500,-290,True
r9025,32535,-,32459,+,-5,,,255,,2,1,1,32523.0,64.0,128.0,500,-314,True
r9026,46842,+,46935,-,0,,,255,,0,1,1,47035.0,100.0,200.0,500,150,True
r9027,48100,-,47972,+,0,,,255,,0,1,1,47934.0,38.0,76.0,500,-212,True
r9028,25764,-,25538,+,0,,,255,,0,1,1,25562.0,24.0,48.0,500,-274,True
r9029,19812,+,20014,-,-2,,,255,,2,1,1,19978.0,36.0,72.0,500,286,True
r9032,15234,-,15036,+,0,,,255,,0,1,1,15042.0,6.0,12.0,500,-256,True
r9033,46528,+,46675,-,-1,,,255,,1,1,1,46638.0,37.0,74.0,500,287,True
r9034,18794,-,18589,+,-3,,,255,,2,1,1,18648.0,59.0,118.0,500,-309,True
r9035,27895,-,27772,+,-5,,,255,,1,1,1,27820.0,48.0,96.0,500,-298,True
r9036,23068,+,23351,-,-11,,,255,,2,1,1,23243.0,108.0,216.0,500,358,True
r9037,43016,+,43152,-,-5,,,255,,3,1,1,43210.0,58.0,116.0,500,192,True
r9038,31263,-,31026,+,-13,,,255,,3,1,1,31072.0,46.0,92.0,500,-296,True
r9039,47362,+,47612,-,-2,,,255,,2,1,1,47558.0,54.0,108.0,500,304,True
r9040,8766,+,8906,-,-1,,,255,,1,1,1,8963.0,57.0,114.0,500,193,True
r9041,33348,+,33458,-,-11,,,255,,3,1,1,33494.0,36.0,72.0,500,214,True
r9042,15162,-,15006,+,-6,,,255,,5,1,1,15024.0,18.0,36.0,500,-268,True
r9043,14563,-,14350,+,-5,,,255,,4,1,1,14378.0,28.0,56.0,500,-278,True
r9044,42421,-,42338,+,-1,,,255,,1,1,1,42343.0,5.0,10.0,500,-255,True
r9045,7838,-,7615,+,0,,,255,,0,1,1,7686.0,71.0,142.0,500,-321,True
r9046,22845,-,22728,+,-3,,,255,,2,1,1,22737.0,9.0,18.0,500,-259,True
r9047,33877,-,33817,+,-2,,,255,,2,1,1,33762.0,55.0,110.0,500,-195,True
r9048,38138,+,38138,-,-1,,,255,,1,1,1,38236.0,98.0,196.0,500,152,True
r9049,20096,-,20049,+,-3,,,255,,3,1,1,19965.0,84.0,168.0,500,-166,True
r9050,31110,-,30863,+,-2,,,255,,1,1,1,30906.0,43.0,86.0,500,-293,True
r9051,27394,+,27650,-,-1,,,255,,1,1,1,27580.0,70.0,140.0,500,320,True
r9052,28683,+,28778,-,-1,,,255,,1,1,1,28810.0,32.0,64.0,500,218,True
r9053,41203,-,40983,+,-12,,,255,,9,1,1,41003.0,20.0,40.0,500,-270,True
r9054,3791,+,3936,-,-7,,,255,,4,1,1,3955.0,19.0,38.0,500,231,True
r9055,4567,+,4783,-,-1,,,255,,1,1,1,4775.0,8.0,16.0,500,258,True
r9056,7755,+,7895,-,-1,,,255,,1,1,1,7928.0,33.0,66.0,500,217,True
r9057,41516,+,41516,-,-6,,,255,,4,1,1,41464.0,52.0,104.0,500,302,True
r9058,9008,+,9104,-,-3,,,255,,1,1,1,9080.0,24.0,48.0,500,274,True
r9059,23706,+,23928,-,-2,,,255,,2,1,1,23883.0,45.0,90.0,500,295,True
r9060,1503,+,1714,-,-10,,,255,,4,1,1,1706.0,8.0,16.0,500,258,True
r9061,28715,-,28534,+,-1,,,255,,1,1,1,28545.0,11.0,22.0,500,-261,True
r9062,926,+,1071,-,-3,,,255,,3,1,1,1084.0,13.0,26.0,500,237,True
r9063,20309,-,20282,+,-9,,,255,,5,1,1,20306.0,24.0,48.0,500,-274,True
r9064,14874,+,15075,-,-19,,,255,,5,1,1,15078.0,3.0,6.0,500,247,True
r9065,22672,-,22593,+,-9,,,255,,4,1,1,22540.0,53.0,106.0,500,-197,True
r9066,34338,-,34298,+,-10,,,255,,2,1,1,34291.0,7.0,14.0,500,-243,True
r9067,25409,+,25424,-,-2,,,255,,1,1,1,25561.0,137.0,274.0,500,113,True
r9068,44728,-,44525,+,0,,,255,,0,1,1,44542.0,17.0,34.0,500,-267,True
r9069,33682,-,33525,+,0,,,255,,0,1,1,33500.0,25.0,50.0,500,-225,True
r9070,18254,+,18422,-,0,,,255,,0,1,1,18396.0,26.0,52.0,500,276,True
r9071,16220,-,16076,+,0,,,255,,0,1,1,16016.0,60.0,120.0,500,-190,True
r9072,39132,+,39299,-,0,,,255,,0,1,1,39256.0,43.0,86.0,500,293,True
r9073,21294,+,21359,-,-2,,,255,,1,1,1,21396.0,37.0,74.0,500,213,True
r9074,39941,+,40009,-,-2,,,255,,2,1,1,40066.0,57.0,114.0,500,193,True
r9075,16760,+,16760,-,0,,,255,,0,1,1,16735.0,25.0,50.0,500,275,True
r9076,33509,-,33327,+,-7,,,255,,5,1,1,33331.0,4.0,8.0,500,-254,True
r9077,18575,-,18458,+,-1,,,255,,1,1,1,18384.0,74.0,148.0,500,-176,True
r9079,20450,-,20377,+,-4,,,255,,3,1,1,20338.0,39.0,78.0,500,-211,True
r9080,5254,-,5254,+,-4,,,255,,4,1,1,5414.0,160.0,320.0,500,-204,True
r9081,16522,-,16419,+,-11,,,255,,3,1,1,16376.0,43.0,86.0,500,-207,True
r9083,1494,+,1595,-,-4,,,255,,3,1,1,1580.0,15.0,30.0,500,265,True
r9084,33074,+,33122,-,-11,,,255,,7,1,1,33063.0,59.0,118.0,500,309,True
r9085,24363,+,24430,-,-11,,,255,,8,1,1,24378.0,52.0,104.0,500,302,True
r9086,3249,-,3143,+,-11,,,255,,2,1,1,3131.0,12.0,24.0,500,-238,True
r9087,12695,+,12908,-,-1,,,255,,1,1,1,12881.0,27.0,54.0,500,277,True
r9088,2614,-,2372,+,-6,,,255,,2,1,1,2433.0,61.0,122.0,500,-311,True
r9089,6102,-,5970,+,-1,,,255,,1,1,1,5940.0,30.0,60.0,500,-220,True
r9090,1929,+,2124,-,-5,,,255,,4,1,1,2135.0,11.0,22.0,500,239,True
r9091,20943,-,20824,+,-18,,,255,,5,1,1,20852.0,28.0,56.0,500,-278,True
r9092,19068,-,18888,+,-20,,,255,,6,1,1,18905.0,17.0,34.0,500,-267,True
r9093,35020,+,35265,-,-21,,,255,,7,1,1,35190.0,75.0,150.0,500,325,True
r9094,14236,+,14425,-,-1,,,255,,1,1,1,14427.0,2.0,4.0,500,248,True
r9095,44300,+,44491,-,-8,,,255,,1,1,1,44477.0,14.0,28.0,500,264,True
r9096,4682,+,4764,-,-1,,,255,,1,1,1,4801.0,37.0,74.0,500,213,True
r9097,45303,-,45182,+,-25,,,255,,6,1,1,45143.0,39.0,78.0,500,-211,True
r9099,15635,+,15663,-,-9,,,255,,2,1,1,15774.0,111.0,222.0,500,139,True
r9100,28589,+,28790,-,-4,,,255,,3,1,1,28781.0,9.0,18.0,500,259,True
r9101,2133,+,2135,-,-4,,,255,,3,1,1,2174.0,39.0,78.0,500,211,True
r9102,2628,+,2701,-,-4,,,255,,4,1,1,2744.0,43.0,86.0,500,207,True
r9103,238,-,101,+,-10,,,255,,2,1,1,102.0,1.0,2.0,500,-251,True
r9106,28125,+,28262,-,-5,,,255,,1,1,1,28290.0,28.0,56.0,500,222,True
r9107,34304,+,34424,-,-1,,,255,,1,1,1,34445.0,21.0,42.0,500,229,True
r9108,18869,+,19144,-,-1,,,255,,1,1,1,19070.0,74.0,148.0,500,324,True
r9109,32588,+,32789,-,-1,,,255,,1,1,1,32729.0,60.0,120.0,500,310,True
r9110,16762,-,16539,+,-2,,,255,,2,1,1,16581.0,42.0,84.0,500,-292,True
r9111,10963,+,11111,-,0,,,255,,0,1,1,11156.0,45.0,90.0,500,205,True
r9112,46350,+,46552,-,-2,,,255,,1,1,1,46541.0,11.0,22.0,500,261,True
r9113,16465,-,16226,+,0,,,255,,0,1,1,16267.0,41.0,82.0,500,-291,True
r9115,33489,+,33679,-,0,,,255,,0,1,1,33675.0,4.0,8.0,500,254,True
r9116,47276,-,47144,+,-3,,,255,,3,1,1,47090.0,54.0,108.0,500,-196,True
r9117,30885,-,30730,+,-10,,,255,,4,1,1,30767.0,37.0,74.0,500,-287,True
